Age,City,State,Age,Total Time,Gender
"» Krawiec, Dawn (USA)",Roselle,IL,34,4:08:35,F
"» Maldonado, Angelica (COL)",Bogota,,37,4:08:35,F
"» Teo, Vanessa (SIN)",Singapore,,42,4:08:35,F
"» Owens, Nicole (USA)",Greenville,SC,23,4:08:36,F
"» Catlin, Elizabeth (USA)",Chicago,IL,25,4:08:36,F
"» Yeager, Kathy (USA)",Nashville,IN,55,4:08:36,F
"» Lee, Jacqueline (USA)",Riverside,CT,26,4:08:37,F
"» Stumbo, Traci (USA)",Adel,IA,47,4:08:37,F
"» Kim, Miyun (USA)",Arlington,VA,34,4:08:37,F
"» Wagner, Mizue (JPN)",Okemos,MI,50,4:08:37,F
"» Hartmann, Luisa (USA)",Miami Beach,FL,34,4:08:37,F
"» Trinh, Elaine (USA)",Frankfort,IL,20,4:08:38,F
"» Sargent, Erin (USA)",Boston,MA,28,4:08:40,F
"» Gonzalez, Gladys (USA)",Chicago,IL,34,4:08:40,F
"» Wang, Ling (CHN)",Kunming,Yunan,40,4:08:41,F
"» Porter, Jessica (CAN)",Halifax,NS,39,4:08:41,F
"» Fuentes Mercado, Elisa (MEX)",Mexico,DF,22,4:08:42,F
"» Stimson, Kelsey (USA)",Chicago,IL,23,4:08:43,F
"» Cox, Jennifer (USA)",Ottawa,IL,43,4:08:44,F
"» Lopez, Maria Del Mar (COL)",Cali,,29,4:08:44,F
"» Yang, Anqi (USA)",Chicago,IL,25,4:08:45,F
"» Scullin, Breanne (USA)",Holland,PA,30,4:08:45,F
"» Berman, N. Claire (USA)",Lombard,IL,62,4:08:46,F
"» Robbins, Lori (USA)",Fort Myers,FL,31,4:08:46,F
"» Martinez Barranco Kukutschka, Ana Sofia (MEX)",Benito Juarez,Ciudad...,29,4:08:47,F
"» Marx, Michele (USA)",Huntley,IL,42,4:08:47,F
"» Korzenowski, Amy (USA)",Mpls,MN,40,4:08:47,F
"» Beckman, Misti (USA)",Andover,MN,41,4:08:47,F
"» Becker, Meredith (USA)",Poughkeepsie,NY,40,4:08:48,F
"» Henry, Kim (USA)",River Forest,IL,52,4:08:49,F
"» Wong, Susan (USA)",Chicago,IL,32,4:08:49,F
"» Burden, Kristy (USA)",Winnetka,IL,43,4:08:50,F
"» Yoon, Sukkyoung (USA)",Vernon Hills,IL,49,4:08:50,F
"» Sugondo, Shinta (IND)",Jakarta,dki,40,4:08:50,F
"» Shapiro, Stacey (USA)",Austin,TX,41,4:08:53,F
"» Rice, Kayla (USA)",Royal Oak,MI,28,4:08:53,F
"» Marroquin, Suceth (GUA)",Guatemala,,37,4:08:53,F
"» Yanachik, Cynthia (USA)",Rochester Hills,MI,45,4:08:53,F
"» Nanninga, Katherine (USA)",Chicago,IL,25,4:08:54,F
"» Zelenak, Jennie (USA)",Edwardsville,IL,28,4:08:54,F
"» Arroyo, Kattia (USA)",Boca Raton,FL,39,4:08:56,F
"» O'Brien, Celia (USA)",Chicago,IL,37,4:08:56,F
"» Vesota, Julie (USA)",Chicago,IL,33,4:08:57,F
"» Banta, Toni (USA)",Winooski,VT,25,4:08:57,F
"» Baker, Jacqueline (USA)",New York,NY,24,4:08:57,F
"» Zepeda, Kerry (USA)",Chicago,IL,24,4:08:57,F
"» Scott, Natalie (USA)",Chicago,IL,24,4:08:58,F
"» Crowley, Isabel (GBR)",Sutton,Surrey,23,4:08:59,F
"» Kasmarcak, Jeremie (USA)",Brooklyn,NY,34,4:09:01,F
"» Rogers, Christine (USA)",Kansas City,MO,24,4:09:01,F
"» Gibson, Whitney (USA)",Hawthorne,CA,34,4:09:01,F
"» Larew, Jean (USA)",Omaha,NE,27,4:09:01,F
"» Vanness, Angela (USA)",Tinley Park,IL,33,4:09:02,F
"» Berka, Katie (USA)",Crestwood,IL,29,4:09:03,F
"» Conrad, Marissa (USA)",Chicago,IL,31,4:09:03,F
"» Lieberman, Davine (USA)",Littleton,CO,60,4:09:03,F
"» Coffey, Katie (USA)",Chicago,IL,25,4:09:03,F
"» Wilson, Carol (USA)",Huntingdon Valley,PA,52,4:09:04,F
"» Tiefenthaler, Natalie (USA)",Omaha,NE,21,4:09:04,F
"» Albers, Jessica (USA)",Kansas City,MO,28,4:09:05,F
"» Petree, Erin (USA)",Brentwood,TN,27,4:09:05,F
"» Reilly, Elizabeth (USA)",Hoboken,NJ,29,4:09:05,F
"» Nejati, Nicole (USA)",Chicago,IL,29,4:09:05,F
"» Esch, Kristie (USA)",Mount Horeb,WI,31,4:09:05,F
"» Tysse, Carolyn (USA)",Chicago,IL,27,4:09:08,F
"» Jodlowski, Eileen (USA)",Chicago,IL,24,4:09:08,F
"» Schreck, Lindsey (USA)",Portland,OR,32,4:09:08,F
"» Hanks, Sharon (USA)",Davis,CA,38,4:09:08,F
"» Ramos, Pia (MEX)",Mexico City,Mexico City,29,4:09:09,F
"» Caradonna, Liz (USA)",Chicago,IL,32,4:09:09,F
"» Orozco, Paola (MEX)",Mexico,CDMX,27,4:09:09,F
"» Steece, Darla (USA)",Columbus,MI,40,4:09:09,F
"» Rosas, Claudia (MEX)",Mexico,Mexico,41,4:09:11,F
"» Cranston, Frances (AUS)",Annandale,NSW,47,4:09:11,F
"» Knowles, Janet (USA)",Glencoe,IL,42,4:09:12,F
"» Andorfer, Mary (USA)",Chicago,IL,28,4:09:13,F
"» Mceachern, Kirstin (USA)",Cincinnati,OH,37,4:09:13,F
"» Mommsen, Jaclina (USA)",Springfield,VA,46,4:09:14,F
"» Alvino, Karlyle (USA)",New York,NY,28,4:09:15,F
"» Wang, Vicky (TPE)",Taipei,Taipei,28,4:09:16,F
"» Parker, Rylee (USA)",Gurnee,IL,22,4:09:16,F
"» Chevalier, Josette (CAN)",Quebec,QC,59,4:09:16,F
"» Peniston, Julia (CAN)",Toronto,ON,27,4:09:16,F
"» Meier, Marie (USA)",Elmhurst,IL,49,4:09:17,F
"» Chandler, Katherine (USA)",Oklahoma City,OK,36,4:09:17,F
"» Arient, Thanchanok (THA)",Lagrange Park,IL,34,4:09:17,F
"» Pearson, Lori Ann (USA)",Peoria,AZ,47,4:09:17,F
"» Chen, Victoria (USA)",Boston,MA,22,4:09:18,F
"» Asbridge, Patricia (USA)",Atlanta,GA,29,4:09:18,F
"» Stokoe, Keri (USA)",San Francisco,CA,44,4:09:18,F
"» Pacunas-Flick, Caroline (USA)",Parkton,MD,54,4:09:18,F
"» Sheehy, Kate (USA)",Iowa City,IA,21,4:09:19,F
"» Rohleder, Kathleen (USA)",Dallas,TX,26,4:09:19,F
"» Lane, Emily (USA)",Lake Bluff,IL,39,4:09:19,F
"» Dulany, Prudence (USA)",Mount Prospect,IL,44,4:09:19,F
"» Kanadilova, Altynay (KAZ)",Almaty,Almaty,32,4:09:21,F
"» Lombardi, Abby (USA)",New York,NY,34,4:09:21,F
"» Loya, Bernadette (USA)",Arlington,TX,36,4:09:21,F
"» Bluhm, Diane (USA)",Lyndhurst,NJ,36,4:09:22,F
"» Fasel, Phyllis (USA)",Chicago,IL,46,4:09:23,F
"» Paramo, Alejandra (USA)",Genoa,IL,24,4:09:24,F
"» Humes, Denise (USA)",South Elgin,IL,53,4:09:24,F
"» Young, Jaimie (USA)",Manassas,VA,40,4:09:25,F
"» Stella, Wendy (USA)",Oak Park,IL,51,4:09:25,F
"» Wilson, Margot (USA)",Chicago,IL,25,4:09:25,F
"» Miller, Marina (USA)",Chicago,IL,35,4:09:25,F
"» Miller, Laura (USA)",New York,NY,32,4:09:26,F
"» Khalsa, Mari (USA)",Maryville,TN,47,4:09:26,F
"» Groetelaers, Nathalie (NED)",Haarlem,,44,4:09:26,F
"» Perez, Marbely (USA)",Bronx,NY,36,4:09:27,F
"» Dillon, Shelbi (USA)",Saint Peters,MO,37,4:09:28,F
"» Lajas Cordero, Rubi Elena (MEX)",Chihuahua,Chihuahua,27,4:09:28,F
"» Johnson, Kelley (USA)",Chicago,IL,24,4:09:28,F
"» Petrillo, Katie (USA)",Boston,MA,31,4:09:28,F
"» Gonzalez, Martha Sofia (MEX)",Evanston,IL,30,4:09:29,F
"» Dibona, Donna (USA)",Chicago,IL,42,4:09:29,F
"» Gifford, Shannon (USA)",Batavia,IL,34,4:09:29,F
"» Stratieva, Elizabet (BUL)",Riverwoods,IL,32,4:09:29,F
"» Browe, Jennifer (USA)",Glenview,IL,39,4:09:29,F
"» Flanagan, Shannon (USA)",Chicago,IL,33,4:09:31,F
"» Hustad, Katie (USA)",Madison,WI,47,4:09:31,F
"» Miller, Nicole (USA)",Chicago,IL,31,4:09:32,F
"» Case, Erica (USA)",Seattle,WA,25,4:09:32,F
"» Porras, Luisiana (CRC)",Heredia,,30,4:09:32,F
"» Siles, Paula (CRC)",San Jose,,35,4:09:32,F
"» Petran, Maddy (USA)",Park Ridge,IL,22,4:09:33,F
"» Teets, Meredith (USA)",Chicago,IL,24,4:09:33,F
"» Debolt, Taren (USA)",Roanoke,IN,30,4:09:33,F
"» Mclennan, Cara (AUS)",Mosman,NSW,49,4:09:34,F
"» Sachay, Caroline (USA)",Chicago,IL,41,4:09:35,F
"» Mcgee, Maureen (USA)",Rockford,IL,41,4:09:36,F
"» Campese, Julie (USA)",Lake Mary,FL,30,4:09:36,F
"» Doki, Eiko (JPN)",Mita,Minato-Ku,54,4:09:37,F
"» Geddes, Kelly (USA)",Hanover,MA,21,4:09:37,F
"» Bearwald, Kristen (USA)",Chicago,Illinois,34,4:09:37,F
"» Khaner, Tory (CAN)",Edmonton,AB,27,4:09:37,F
"» Egleston, Claudia (USA)",New York,NY,41,4:09:37,F
"» Guidolin, Nancy (USA)",Bloomingdale,IL,58,4:09:38,F
"» Niehoff, Caelin (USA)",Algonquin,IL,25,4:09:38,F
"» Friedman, Lauren (USA)",Skokie,IL,54,4:09:38,F
"» Marczewska, Agnieszka (ITA)",Olgiate Molgora,LC,47,4:09:38,F
"» Alder, Melanie (CAN)",Repentigny,QC,41,4:09:38,F
"» Smith, Lauren (USA)",Colonie,NY,30,4:09:39,F
"» Hunt, Dawn (USA)",Leesburg,FL,55,4:09:39,F
"» Funkhouser, Betty (USA)",Portage,IN,59,4:09:39,F
"» Sihombing, Aprillya (INA)",Jakarta Selatan,DKI...,38,4:09:40,F
"» Galvin, Susan (USA)",Chicago,IL,53,4:09:40,F
"» Glowik, Agnieszka (USA)",Chicago,IL,26,4:09:41,F
"» Rojas, Juana (MEX)",Gurnee,IL,45,4:09:41,F
"» Mangine, Kristi (USA)",Earlville,NY,39,4:09:41,F
"» Popejoy, Abby (USA)",Normal,IL,24,4:09:41,F
"» Klocek, Kim (USA)",Downers Grove,IL,29,4:09:43,F
"» Gulyk, Olesya (USA)",Hanover Park,IL,22,4:09:44,F
"» Shea, Ali (USA)",Belmont,MA,25,4:09:44,F
"» Reyes, Maria De Lourdes (MEX)",St. Paul,MN,25,4:09:45,F
"» Reynolds, Carlee (AUS)",Bentley,WA,28,4:09:46,F
"» Peterson, Carmen (USA)",Galesburg,IL,40,4:09:46,F
"» Lim, Celeste (USA)",Boston,MA,35,4:09:46,F
"» Malkin-Fontecchio, Tia (USA)",Downingtown,PA,44,4:09:46,F
"» Cook, Kelsey (USA)",New York,NY,27,4:09:46,F
"» Ring, Mary (USA)",Mission Hills,KS,58,4:09:46,F
"» Ziegler, Katie (USA)",Ambler,PA,22,4:09:48,F
"» Cottrell, Alison (USA)",Park Ridge,IL,22,4:09:49,F
"» Ndicu, Kinga (KEN)",Chicago,IL,42,4:09:50,F
"» Able, Samantha (USA)",New York,NY,25,4:09:50,F
"» Spar, Jessica (USA)",Ny,NY,26,4:09:51,F
"» Mcrae, Shawn (USA)",Grand Prairie,TX,39,4:09:51,F
"» Lange, Ann (USA)",Monroe,WI,34,4:09:52,F
"» Fowler, Ada (MEX)",Macomb,IL,35,4:09:52,F
"» Pfeiffer, Michele (USA)",Cincinnati,OH,44,4:09:52,F
"» Barilla, Holly (USA)",Philadelphia,PA,32,4:09:52,F
"» Perez, Griselda (USA)",Chicago,IL,35,4:09:52,F
"» Pavluk, Lissa (USA)",Chicago,IL,26,4:09:54,F
"» Yomantayte, Yulia (RUS)",Brooklyn,NY,30,4:09:54,F
"» Lopez, Azalea (USA)",Berwyn,IL,21,4:09:54,F
"» Rivera, Liza (USA)",Apex,NC,40,4:09:55,F
"» Hughes, Amber (USA)",Chicago,IL,24,4:09:56,F
"» Andrus, Dieneke (USA)",Westerly,RI,47,4:09:57,F
"» Riles, Lisa (USA)",Wheeling,IL,49,4:09:57,F
"» Ward, Noreen (USA)",North Hampton,NH,38,4:09:58,F
"» Hutchinson, Paula (USA)",North Miami,FL,39,4:09:58,F
"» Khoroshylova, Svitlana (UKR)",Lviv,Lviv,27,4:09:59,F
"» Dausch, Lindsay (USA)",Chicago,IL,30,4:09:59,F
"» Thoma, Amy (USA)",Sacramento,CA,34,4:09:59,F
"» Simkins, Jessica (USA)",Morton Grove,IL,21,4:10:01,F
"» Lopez, Ariana (USA)",Austin,TX,36,4:10:01,F
"» Olszewski, Morgan (USA)",South Barrington,IL,21,4:10:02,F
"» Ganter, Jamie (USA)",Abrams,WI,40,4:10:02,F
"» Baderman, Catherine (GBR)",Hinsdale,IL,49,4:10:02,F
"» Jacob, Megan (USA)",Chicago,IL,33,4:10:02,F
"» Comiskey, Kelly (USA)",Chicago,IL,35,4:10:03,F
"» Kohoutek, Aimee (USA)",Chicago,IL,27,4:10:03,F
"» Cain, Schyler (USA)",Boston,MA,26,4:10:04,F
"» Rodriguez, Blanca (USA)",Chicago,IL,41,4:10:05,F
"» O'Shea, Maureen (USA)",Charlottesville,VA,51,4:10:07,F
"» Geraghty, Alexandria (USA)",Oak Lawn,IL,27,4:10:08,F
"» Silvestri, Ammie (USA)",Schaumburg,IL,49,4:10:08,F
"» Partlow, Elizabeth (USA)",New York,NY,26,4:10:08,F
"» Lukish, Danielle (USA)",Lutherville,MD,22,4:10:08,F
"» Kirk, Stefanie (USA)",West Des Moines,IA,30,4:10:09,F
"» Murray, Margaret (USA)",Chicago,IL,22,4:10:09,F
"» Brock, Nicole (USA)",Chicago,IL,26,4:10:09,F
"» Lettiere, Michele (USA)",Chicago,IL,29,4:10:09,F
"» Sicre, Daphnie (USA)",Jersey City,NJ,40,4:10:10,F
"» Rey, Cristina (PER)",Lima,,43,4:10:11,F
"» Casalgrandi, Gabriella (ITA)",Modena,MODENA,51,4:10:11,F
"» Dekempe, Gosia (POL)",Brooklyn,NY,41,4:10:11,F
"» Martinez Lopez, Aura (DOM)",Santiago,51000,34,4:10:11,F
"» Eschenfeldt, Emma (USA)",Elgin,IL,30,4:10:11,F
"» Xu, Jing (USA)",Scarsdale,NY,50,4:10:11,F
"» Lostracco, Michelle (CAN)",Toronto,ON,27,4:10:12,F
"» Ramsey, Andrea (USA)",Charlotte,NC,29,4:10:12,F
"» Miskell, Kathryn (CAN)",Toronto,ON,28,4:10:13,F
"» Ward, Candace (USA)",Vernon Hills,IL,42,4:10:14,F
"» Stigter, Jewel (USA)",Chicago,IL,34,4:10:15,F
"» Oslakovic, Erika (USA)",Chicago,IL,39,4:10:15,F
"» Kozloff, Kelley (USA)",Ann Arbor,MI,39,4:10:15,F
"» Mafla, Iralda (USA)",Bayside,NY,57,4:10:17,F
"» Van Doorn, Rachel (USA)",Crystal Lake,IL,22,4:10:17,F
"» Muir, Cassidy (USA)",Arlington Heights,IL,22,4:10:17,F
"» Webb, Erin (USA)",Chicago,IL,29,4:10:18,F
"» Garcia, Maria (MEX)",Monterrey,Nuevo Leon,26,4:10:19,F
"» Boyer, Keke (USA)",Schaumburg,IL,56,4:10:19,F
"» Dehncke, Alison (USA)",Chicago,IL,25,4:10:19,F
"» Huber, Spencer (USA)",Richmond,VA,37,4:10:19,F
"» Dovani, Elena (ITA)",Piacenza,PC,48,4:10:22,F
"» Llewellyn, Lauri (USA)",Richmond,VA,39,4:10:22,F
"» Brucia, Jessica (USA)",New York,NY,36,4:10:25,F
"» Van Wormer, Jennifer (USA)",Hinsdale,IL,27,4:10:25,F
"» Guadarrama, Erika (MEX)",Metepec,Estado de M...,39,4:10:25,F
"» Waterson, Amanda (USA)",Louisville,KY,35,4:10:25,F
"» Daen, Rebecca (USA)",Chicago,IL,24,4:10:26,F
"» Rydbom, Alexis (USA)",Carlisle,PA,30,4:10:26,F
"» Martin, Chelsea (USA)",Colchester,VT,31,4:10:26,F
"» Graterol, Arianna (VEN)",Houston,TX,25,4:10:26,F
"» Vondrak, Rosalydia (USA)",Libertyville Il,IL,50,4:10:27,F
"» Whitteberry, Elizabeth (USA)",Colleyville,TX,49,4:10:27,F
"» Eisenhart, Linda (USA)",Olathe,KS,52,4:10:27,F
"» Sapozhnikova, Marina (USA)",Buffalo Grove,IL,28,4:10:27,F
"» Smith, Laura (AUS)",Chicago,IL,25,4:10:27,F
"» James, Elizabeth (USA)",Wylie,TX,27,4:10:28,F
"» Rodriguez, Nancy (USA)",Chicago,IL,33,4:10:28,F
"» Fu, Gratiana (USA)",Ann Arbor,MI,22,4:10:28,F
"» Boston, Jillian (USA)",Boston,MA,26,4:10:28,F
"» Curtis, Allison (USA)",Boston,MA,26,4:10:28,F
"» Rake, Carrie (USA)",Centerville,OH,34,4:10:30,F
"» Follmer, Maribeth (USA)",Mount Juliet,TN,40,4:10:31,F
"» Taylor, Katie (USA)",Overland Park,KS,40,4:10:31,F
"» Palmer, Heather (USA)",Dixon,IL,46,4:10:31,F
"» Iaconis, Gabrielle (USA)",New York,NY,27,4:10:32,F
"» Lyons, Genevieve (USA)",Westlake,OH,23,4:10:33,F
"» Garrison, Sharon (USA)",Somers Point,NJ,54,4:10:33,F
"» Furman, Ruthie (USA)",Boston,MA,29,4:10:34,F
"» Bucko, Alexandra (USA)",Chesterton,IN,21,4:10:35,F
"» Kavanaugh, Amy (USA)",Kalamazoo,MI,56,4:10:35,F
"» Kamauff, Audrey (USA)",Towson,MD,22,4:10:36,F
"» Zhong, Xiaobin (CHN)",Shenzhen,GUANGD...,40,4:10:36,F
"» Hosoi, Junko (JPN)",Koto-Ku,Tokyo,45,4:10:37,F
"» Harris, Emily (USA)",Frederick,MD,35,4:10:37,F
"» Schultz, Gilda (USA)",Blue Point,NY,48,4:10:38,F
"» Markovich, Sarit (USA)",Evanston,IL,45,4:10:39,F
"» Yu, Karen (USA)",Orlando,FL,37,4:10:40,F
"» Barman, Abagail (USA)",Wilmington,NC,28,4:10:41,F
"» Megias, Catherine (CAN)",Westmount,QC,52,4:10:41,F
"» Luttropp, Louise (SWE)",Linkoping,,49,4:10:41,F
"» Tomlinson, Ann (AUS)",Lower Mitcham,South ...,58,4:10:41,F
"» Levasseur, Kelly (USA)",Birmingham,MI,36,4:10:41,F
"» Anchor, Leslie (USA)",Rockville,MD,53,4:10:42,F
"» Alemi, Michelle (USA)",Apt 4,NY,24,4:10:42,F
"» Montgomery, Camille (USA)",Pocatello,ID,38,4:10:42,F
"» Hernandez, Maria (MEX)",Leon,Guanajuato,28,4:10:45,F
"» Lebedeva, Anastasia (USA)",San Diego,CA,25,4:10:46,F
"» Maynard, Sarah (USA)",Birmingham,MI,18,4:10:46,F
"» Elizondo, Lidia (MEX)",Mexico,df,43,4:10:47,F
"» Espinosa, Mayra (ESP)",Chicago,IL,46,4:10:47,F
"» Heitzler, Keta (USA)",Chicago,IL,30,4:10:47,F
"» Carrington, Sharon (USA)",Elkhart,IN,33,4:10:48,F
"» Sander, Brianne (USA)",Morton Grove,IL,31,4:10:48,F
"» Ritter, Meghan (USA)",Chicago,IL,36,4:10:48,F
"» Shaw, Jasmine (USA)",Bolingbrook,IL,31,4:10:49,F
"» Wessel, Sarah (USA)",Chicago,IL,32,4:10:51,F
"» Fonseca, Jessica (USA)",North Liberty,IA,29,4:10:51,F
"» Fierro, Giovanna (MEX)",Queretaro,Queretaro,38,4:10:52,F
"» Lane, Berkley (USA)",Chicago,IL,34,4:10:53,F
"» Mccall, Amy (USA)",Chelsea,MI,46,4:10:53,F
"» Nelson, Annie (USA)",Oakland,MI,36,4:10:53,F
"» Lukowski, Cindy (USA)",Edwardsville,IL,44,4:10:54,F
"» Goldman, Julie (USA)",Chicago,IL,51,4:10:54,F
"» Ing, Rachel (USA)",Chicago,IL,24,4:10:54,F
"» Anderson, Elizabeth (USA)",Chicago,IL,25,4:10:55,F
"» Ramirez, Maripi (PER)",Lima,,41,4:10:55,F
"» Tomb, Staci (USA)",Sherwood,OR,37,4:10:57,F
"» Buehrle, Tracy (USA)",Nashville,TN,32,4:10:57,F
"» Fuchsgruber, Monika (GER)",München,Bayern,36,4:10:57,F
"» Sapieka, Nora (USA)",Harwood Heights,IL,33,4:10:57,F
"» Mclennan, Michelle (NZL)",London,London,33,4:10:58,F
"» Rick, Rachel (USA)",Dewitt,MI,21,4:10:58,F
"» Foley, Mary Ellen (USA)",Ridgefield,CT,42,4:10:59,F
"» Mcveigh Mccarthy, Catherine (USA)",Birmingham,AL,43,4:10:59,F
"» De Anda, Rosario (USA)",Romeoville,IL,62,4:10:59,F
"» Galati, Frances (CAN)",Woodbridge,ON,46,4:11:01,F
"» Scheuring, Emily (USA)",Durham,NC,30,4:11:01,F
"» Ragonese, Rosalina (USA)",Brookfield,IL,43,4:11:02,F
"» Olson, Lindsay (USA)",Chicago,IL,34,4:11:02,F
"» Riemann, Mette Kathrine (DEN)",Farum,Farum,49,4:11:03,F
"» Cody, Sanaa (USA)",San Antonio,TX,39,4:11:04,F
"» Weger, Jasmin (USA)",Madison,WI,24,4:11:05,F
"» Szmyrgala, Emilia (USA)",Coralville,IA,20,4:11:05,F
"» Bruni Celli, Carmen Sofia (VEN)",Caracas,Miranda,50,4:11:05,F
"» Roy, Sara (USA)",Cumberland,RI,35,4:11:05,F
"» Leonard, Lesley (USA)",Pensacola,FL,47,4:11:06,F
"» Lowe, Kate (USA)",Springfield,IL,25,4:11:07,F
"» Mcdonald, Shannon (USA)",Wrightstown,PA,37,4:11:07,F
"» Corallino, Christine (USA)",Boston,MA,29,4:11:07,F
"» Villagomez, Ermelinda (USA)",Chicago,IL,26,4:11:08,F
"» Champion, Jane (USA)",Ipswich,MA,32,4:11:08,F
"» Owenby, Carolanne (USA)",Gainesville,GA,37,4:11:08,F
"» Caron-Schuler, Gabrielle (USA)",Milwaukee,WI,21,4:11:09,F
"» Stevenson, Karen (USA)",Huntingdon Valley,PA,53,4:11:09,F
"» Do, Phuong (USA)",San Francisco,CA,32,4:11:10,F
"» Arsenault, Katie (USA)",Carlsbad,CA,26,4:11:10,F
"» Oh, Jaimie (USA)",Chicago,IL,29,4:11:10,F
"» Jaslowski, Carlee (USA)",La Grange Park,IL,23,4:11:10,F
"» Picking, Jennifer (USA)",Brookfield,MA,27,4:11:11,F
"» Saint Louis, Kateri (USA)",Waterford,MI,30,4:11:12,F
"» Arrington, Bethany (USA)",Chicago,IL,24,4:11:14,F
"» Davidson, Christy (USA)",Ballwin,MO,38,4:11:14,F
"» Hart, Lori (USA)",Milford,MI,49,4:11:15,F
"» Moran, Nichole (USA)",Chicago,IL,28,4:11:16,F
"» Harper, Tara (USA)",Chicago,IL,40,4:11:16,F
"» Long, Emily (USA)",Ada,MI,23,4:11:17,F
"» Anikewich, Amy (USA)",Fraser,MI,39,4:11:17,F
"» Boivin, Jennie (CAN)",Toronto,ON,28,4:11:18,F
"» Clark, Tami (USA)",Waukesha,WI,46,4:11:19,F
"» Moreau, Christine (USA)",Chicago,IL,42,4:11:19,F
"» Kuroda, Teruko (JPN)",Arlington,MA,39,4:11:20,F
"» Guest, Noel (USA)",Tinley Park,IL,38,4:11:20,F
"» Pierson, Donna (USA)",Tucson,AZ,65,4:11:21,F
"» Tesar, Traci (USA)",Chicago,IL,28,4:11:21,F
"» Sandoval, Maria Cristina (MEX)",Chihuahua,CHIHUAHUA,47,4:11:21,F
"» Giles, Victoria (RSA)",Fox Lake,IL,42,4:11:22,F
"» Lauda-Totten, Michaeleen (USA)",Chicago,IL,58,4:11:22,F
"» Becker, Christina (USA)",Wildwood,MO,37,4:11:22,F
"» Bluestone, Katie (USA)",Chicago,IL,38,4:11:22,F
"» Siem, Soraya (VEN)",Caracas,Distrito Capital,56,4:11:24,F
"» Augustyn, Joan (USA)",Lake In The Hills,IL,48,4:11:24,F
"» Cleverdon, Cynthia (USA)",Foley,AL,45,4:11:24,F
"» Sweeney, Jill (USA)",Mineola,NY,36,4:11:24,F
"» Rylaarsdam, Erin (USA)",Zeeland,MI,39,4:11:24,F
"» Ladouceur, Tami (CAN)",London,ON,45,4:11:25,F
"» Pankewicz, April (USA)",Denver,CO,35,4:11:25,F
"» Plummer, Stephanie (USA)",Tega Cay,SC,34,4:11:25,F
"» Ford, Marisa (USA)",Lincoln,NE,28,4:11:25,F
"» Castro Vargas, Andrea (CRC)",San Jose,,31,4:11:26,F
"» Bierdemann, Kristy (USA)",Crystal Lake,IL,36,4:11:26,F
"» Weber, Alise (USA)",Littleton,CO,35,4:11:26,F
"» Arena, Elzbieta (GER)",Berlin,,46,4:11:26,F
"» Whall, Alissa (USA)",Quincy,MA,27,4:11:26,F
"» Smith, Maureen (USA)",Mount Prospect,IL,33,4:11:27,F
"» Beer, Michaela (GER)",München,,56,4:11:27,F
"» Monteith, Susannah (USA)",Alexandria,VA,39,4:11:27,F
"» Ottina, Theresa (USA)",Alexandria,VA,49,4:11:27,F
"» Andreani, Renata (USA)",Jersey City,NJ,51,4:11:27,F
"» Pierpont, Jordan (USA)",Brookhaven,GA,23,4:11:28,F
"» Mansfield, Abby (USA)",Naperville,IL,51,4:11:29,F
"» Tolentino-Boyd, Meg (USA)",Whitefish Bay,WI,38,4:11:29,F
"» Mallaney, Mary (USA)",Seattle,WA,29,4:11:29,F
"» Podczerwinski, Kristen (USA)",San Diego,CA,28,4:11:30,F
"» Pittman, Anna (USA)",Springfield,IL,41,4:11:30,F
"» Rahilly, Kristen (USA)",East Longmeadow,MA,27,4:11:31,F
"» Tice, Lauren (USA)",Haddonfield,NJ,37,4:11:31,F
"» Scheys, Noelle (USA)",Chicago,IL,35,4:11:31,F
"» Stumpf, Julie (USA)",Michigan City,IN,53,4:11:34,F
"» Lanseer, Caitlin (USA)",Philadelphia,PA,28,4:11:35,F
"» Williams, Kyndall (USA)",Gastonia,NC,41,4:11:35,F
"» Gavin, Lori (USA)",Jeffersonville,IN,49,4:11:35,F
"» Wanders, Natalie (USA)",Chicago,IL,31,4:11:36,F
"» Morrissey, Julie (USA)",Chicago,IL,34,4:11:37,F
"» Vivier, Anne-Lise (USA)",New York,NY,42,4:11:39,F
"» Huncal, Sarah (VEN)",Caracas,Miranda,33,4:11:40,F
"» Noonan, Kerry (USA)",Boston,MA,27,4:11:40,F
"» Brody, Jaclyn (USA)",Talent,OR,34,4:11:41,F
"» Hausdorf, Ingrid (CHI)",Santiago,,56,4:11:41,F
"» Austin, Erica (USA)",Colorado Springs,CO,44,4:11:41,F
"» Brooks, Melanie (GER)",Indianapolis,IN,37,4:11:42,F
"» Ortiz, Regina (MEX)",Mexico City,Mexico city,24,4:11:42,F
"» Marshall, Katelyn (USA)",Beverly,MA,31,4:11:42,F
"» Deluca, Angela (USA)",Chicago,IL,37,4:11:44,F
"» Naylor, Claire (USA)",Glen Ridge,NJ,23,4:11:45,F
"» Stephens, Kathryn (USA)",Western Springs,IL,30,4:11:45,F
"» Schemel, Patricia (VEN)",Caracas,Miranda,45,4:11:46,F
"» Chamberlin, Bridget (USA)",Willowbrook,IL,28,4:11:46,F
"» Decicco, Diana (USA)",New York,NY,32,4:11:46,F
"» Roth, Annett (GER)",Berlin,,51,4:11:46,F
"» Horel, Trish (USA)",Winter Springs,FL,45,4:11:47,F
"» Kobeszka, Katie (USA)",Chicago,IL,30,4:11:48,F
